@RELATION devices
@ATTRIBUTE sensor_id REAL
@ATTRIBUTE data REAL
@ATTRIBUTE microstamp REAL
@ATTRIBUTE device_microstamp REAL
@ATTRIBUTE class {microwave, tv}
@DATA
54,9,1414370152287836,1414370152287836,tv
54,2,1414370152288253,1414370152288253,tv
54,0,1414370152288670,1414370152288670,tv
54,-3,1414370152289086,1414370152289086,tv
54,-2,1414370152289503,1414370152289503,tv
54,0,1414370152289920,1414370152289920,tv
54,-8,1414370152290337,1414370152290337,tv
54,4,1414370152290754,1414370152290754,tv
54,4,1414370152291170,1414370152291170,tv
54,0,1414370152291587,1414370152291587,tv
54,-4,1414370152292004,1414370152292004,tv
54,0,1414370152292420,1414370152292420,tv
54,0,1414370152292837,1414370152292837,tv
54,2,1414370152293254,1414370152293254,tv
54,0,1414370152293671,1414370152293671,tv
54,0,1414370152294088,1414370152294088,tv
54,-2,1414370152294504,1414370152294504,tv
54,4,1414370152294921,1414370152294921,tv
54,0,1414370152295338,1414370152295338,tv
54,-1,1414370152295754,1414370152295754,tv
54,1,1414370152296171,1414370152296171,tv
54,4,1414370152296588,1414370152296588,tv
54,-6,1414370152297005,1414370152297005,tv
54,-4,1414370152297422,1414370152297422,tv
54,4,1414370152297838,1414370152297838,tv
54,4,1414370152298255,1414370152298255,tv
54,0,1414370152298672,1414370152298672,tv
54,-1,1414370152299088,1414370152299088,tv
54,6,1414370152299505,1414370152299505,tv
54,-2,1414370152299922,1414370152299922,tv
54,0,1414370152300339,1414370152300339,tv
54,-2,1414370152300756,1414370152300756,tv
54,-1,1414370152301172,1414370152301172,tv
54,-4,1414370152301589,1414370152301589,tv
54,0,1414370152302006,1414370152302006,tv
54,3,1414370152302422,1414370152302422,tv
54,9,1414370152302839,1414370152302839,tv
54,0,1414370152303256,1414370152303256,tv
54,-4,1414370152303673,1414370152303673,tv
54,1,1414370152304090,1414370152304090,tv
54,2,1414370152304506,1414370152304506,tv
54,3,1414370152304923,1414370152304923,tv
54,3,1414370152305340,1414370152305340,tv
54,-4,1414370152305756,1414370152305756,tv
54,-1,1414370152306173,1414370152306173,tv
54,-4,1414370152306590,1414370152306590,tv
54,-2,1414370152307007,1414370152307007,tv
54,1,1414370152307424,1414370152307424,tv
54,0,1414370152307840,1414370152307840,tv
54,7,1414370152308257,1414370152308257,tv
54,2,1414370152308674,1414370152308674,tv
54,1,1414370152309090,1414370152309090,tv
54,-4,1414370152309507,1414370152309507,tv
54,-3,1414370152309924,1414370152309924,tv
54,0,1414370152310341,1414370152310341,tv
54,-7,1414370152310758,1414370152310758,tv
54,-3,1414370152311174,1414370152311174,tv
54,-3,1414370152311591,1414370152311591,tv
54,-1,1414370152312008,1414370152312008,tv
54,-1,1414370152312424,1414370152312424,tv
54,5,1414370152312841,1414370152312841,tv
54,4,1414370152313258,1414370152313258,tv
54,4,1414370152313675,1414370152313675,tv
54,-4,1414370152314092,1414370152314092,tv
54,0,1414370152314508,1414370152314508,tv
54,5,1414370152314925,1414370152314925,tv
54,4,1414370152315342,1414370152315342,tv
54,-4,1414370152315758,1414370152315758,tv
54,-2,1414370152316175,1414370152316175,tv
54,1,1414370152316592,1414370152316592,tv
54,1,1414370152317009,1414370152317009,tv
54,6,1414370152317426,1414370152317426,tv
54,3,1414370152317842,1414370152317842,tv
54,-2,1414370152318259,1414370152318259,tv
54,3,1414370152318676,1414370152318676,tv
54,0,1414370152319092,1414370152319092,tv
54,-2,1414370152319509,1414370152319509,tv
54,1,1414370152319926,1414370152319926,tv
54,-2,1414370152320343,1414370152320343,tv
54,3,1414370152320760,1414370152320760,tv
54,1,1414370152321176,1414370152321176,tv
54,-6,1414370152321593,1414370152321593,tv
54,-9,1414370152322010,1414370152322010,tv
54,0,1414370152322426,1414370152322426,tv
54,0,1414370152322843,1414370152322843,tv
54,0,1414370152323260,1414370152323260,tv
54,0,1414370152323677,1414370152323677,tv
54,6,1414370152324094,1414370152324094,tv
54,0,1414370152324510,1414370152324510,tv
54,-3,1414370152324927,1414370152324927,tv
54,-2,1414370152325344,1414370152325344,tv
54,-2,1414370152325760,1414370152325760,tv
54,-4,1414370152326177,1414370152326177,tv
54,-8,1414370152326594,1414370152326594,tv
54,1,1414370152327011,1414370152327011,tv
54,-4,1414370152327428,1414370152327428,tv
54,-1,1414370152327844,1414370152327844,tv
54,0,1414370152328261,1414370152328261,tv
54,-1,1414370152328678,1414370152328678,tv
54,3,1414370152329094,1414370152329094,tv
54,3,1414370152329511,1414370152329511,tv
54,4,1414370152329928,1414370152329928,tv
54,8,1414370152330345,1414370152330345,tv
54,3,1414370152330762,1414370152330762,tv
54,6,1414370152331178,1414370152331178,tv
54,5,1414370152331595,1414370152331595,tv
54,1,1414370152332012,1414370152332012,tv
54,0,1414370152332428,1414370152332428,tv
54,4,1414370152332845,1414370152332845,tv
54,-3,1414370152333262,1414370152333262,tv
54,3,1414370152333679,1414370152333679,tv
54,-6,1414370152334096,1414370152334096,tv
54,-7,1414370152334512,1414370152334512,tv
54,-4,1414370152334929,1414370152334929,tv
54,7,1414370152335346,1414370152335346,tv
54,-2,1414370152335762,1414370152335762,tv
54,3,1414370152336179,1414370152336179,tv
54,1,1414370152336596,1414370152336596,tv
54,3,1414370152337013,1414370152337013,tv
54,2,1414370152337430,1414370152337430,tv
54,1,1414370152337846,1414370152337846,tv
54,4,1414370152338263,1414370152338263,tv
54,-4,1414370152338680,1414370152338680,tv
54,-4,1414370152339096,1414370152339096,tv
54,-1,1414370152339513,1414370152339513,tv
54,-4,1414370152339930,1414370152339930,tv
54,0,1414370152340347,1414370152340347,tv
54,-3,1414370152340764,1414370152340764,tv
54,4,1414370152341180,1414370152341180,tv
54,0,1414370152341597,1414370152341597,tv
54,3,1414370152342014,1414370152342014,tv
54,-4,1414370152342430,1414370152342430,tv
54,-3,1414370152342847,1414370152342847,tv
54,-1,1414370152343264,1414370152343264,tv
54,-1,1414370152343681,1414370152343681,tv
54,0,1414370152344098,1414370152344098,tv
54,-3,1414370152344514,1414370152344514,tv
54,-3,1414370152344931,1414370152344931,tv
54,0,1414370152345348,1414370152345348,tv
54,0,1414370152345764,1414370152345764,tv
54,4,1414370152346181,1414370152346181,tv
54,1,1414370152346598,1414370152346598,tv
54,0,1414370152347015,1414370152347015,tv
54,-2,1414370152347432,1414370152347432,tv
54,1,1414370152347848,1414370152347848,tv
54,0,1414370152348265,1414370152348265,tv
54,5,1414370152348682,1414370152348682,tv
54,6,1414370152349098,1414370152349098,tv
54,-3,1414370152349515,1414370152349515,tv
54,-4,1414370152349932,1414370152349932,tv
54,3,1414370152350349,1414370152350349,tv
54,-1,1414370152350766,1414370152350766,tv
54,-6,1414370152351182,1414370152351182,tv
54,-1,1414370152351599,1414370152351599,tv
54,8,1414370152352016,1414370152352016,tv
54,1,1414370152352432,1414370152352432,tv
54,4,1414370152352849,1414370152352849,tv
54,0,1414370152353266,1414370152353266,tv
54,1,1414370152353683,1414370152353683,tv
54,4,1414370152354100,1414370152354100,tv
54,-7,1414370152354516,1414370152354516,tv
54,-3,1414370152354933,1414370152354933,tv
54,2,1414370152355350,1414370152355350,tv
54,0,1414370152355766,1414370152355766,tv
54,4,1414370152356183,1414370152356183,tv
54,-7,1414370152356600,1414370152356600,tv
54,0,1414370152357017,1414370152357017,tv
54,1,1414370152357434,1414370152357434,tv
54,-1,1414370152357850,1414370152357850,tv
54,-5,1414370152358267,1414370152358267,tv
54,-3,1414370152358684,1414370152358684,tv
54,-13,1414370152359100,1414370152359100,tv
54,-7,1414370152359517,1414370152359517,tv
54,-11,1414370152359934,1414370152359934,tv
54,-13,1414370152360351,1414370152360351,tv
54,-16,1414370152360768,1414370152360768,tv
54,-7,1414370152361184,1414370152361184,tv
54,-4,1414370152361601,1414370152361601,tv
54,-4,1414370152362018,1414370152362018,tv
54,1,1414370152362434,1414370152362434,tv
54,0,1414370152362851,1414370152362851,tv
54,4,1414370152363268,1414370152363268,tv
54,1,1414370152363685,1414370152363685,tv
54,4,1414370152364102,1414370152364102,tv
54,5,1414370152364518,1414370152364518,tv
54,3,1414370152364935,1414370152364935,tv
54,9,1414370152365352,1414370152365352,tv
54,14,1414370152365768,1414370152365768,tv
54,10,1414370152366185,1414370152366185,tv
54,23,1414370152366602,1414370152366602,tv
54,20,1414370152367019,1414370152367019,tv
54,19,1414370152367436,1414370152367436,tv
54,20,1414370152367852,1414370152367852,tv
54,15,1414370152368269,1414370152368269,tv
54,14,1414370152368686,1414370152368686,tv
54,16,1414370152369102,1414370152369102,tv
54,12,1414370152369519,1414370152369519,tv
54,12,1414370152542551,1414370152542551,tv
54,6,1414370152542968,1414370152542968,tv
54,2,1414370152543384,1414370152543384,tv
54,-1,1414370152543801,1414370152543801,tv
54,0,1414370152544218,1414370152544218,tv
54,0,1414370152544635,1414370152544635,tv
54,4,1414370152545052,1414370152545052,tv
54,-1,1414370152545468,1414370152545468,tv
54,0,1414370152545885,1414370152545885,tv
54,-7,1414370152546302,1414370152546302,tv
54,-4,1414370152546718,1414370152546718,tv
54,-15,1414370152547135,1414370152547135,tv
54,-15,1414370152547552,1414370152547552,tv
54,-20,1414370152547969,1414370152547969,tv
54,-16,1414370152548386,1414370152548386,tv
54,-20,1414370152548802,1414370152548802,tv
54,-15,1414370152549219,1414370152549219,tv
54,-20,1414370152549636,1414370152549636,tv
54,-14,1414370152550052,1414370152550052,tv
54,-9,1414370152550469,1414370152550469,tv
54,-12,1414370152550886,1414370152550886,tv
54,-9,1414370152551303,1414370152551303,tv
54,-2,1414370152551720,1414370152551720,tv
54,1,1414370152552136,1414370152552136,tv
54,1,1414370152552553,1414370152552553,tv
54,-1,1414370152552970,1414370152552970,tv
54,2,1414370152553386,1414370152553386,tv
54,4,1414370152553803,1414370152553803,tv
54,0,1414370152554220,1414370152554220,tv
54,-4,1414370152554637,1414370152554637,tv
54,4,1414370152555054,1414370152555054,tv
54,4,1414370152555470,1414370152555470,tv
54,8,1414370152555887,1414370152555887,tv
54,14,1414370152556304,1414370152556304,tv
54,6,1414370152556720,1414370152556720,tv
54,7,1414370152557137,1414370152557137,tv
54,12,1414370152557554,1414370152557554,tv
54,9,1414370152557971,1414370152557971,tv
54,4,1414370152558388,1414370152558388,tv
54,0,1414370152558804,1414370152558804,tv
54,4,1414370152559221,1414370152559221,tv
54,3,1414370152559638,1414370152559638,tv
54,-2,1414370152560054,1414370152560054,tv
54,2,1414370152560471,1414370152560471,tv
54,-5,1414370152560888,1414370152560888,tv
54,0,1414370152561305,1414370152561305,tv
54,3,1414370152561722,1414370152561722,tv
54,4,1414370152562138,1414370152562138,tv
54,5,1414370152562555,1414370152562555,tv
54,1,1414370152562972,1414370152562972,tv
54,-4,1414370152563388,1414370152563388,tv
54,-3,1414370152563805,1414370152563805,tv
54,-2,1414370152564222,1414370152564222,tv
54,-4,1414370152564639,1414370152564639,tv
54,-4,1414370152565056,1414370152565056,tv
54,1,1414370152565472,1414370152565472,tv
54,0,1414370152565889,1414370152565889,tv
54,0,1414370152566306,1414370152566306,tv
54,0,1414370152566722,1414370152566722,tv
54,-5,1414370152567139,1414370152567139,tv
54,-2,1414370152567556,1414370152567556,tv
54,-3,1414370152567973,1414370152567973,tv
54,-4,1414370152568390,1414370152568390,tv
54,2,1414370152568806,1414370152568806,tv
54,5,1414370152569223,1414370152569223,tv
54,5,1414370152569640,1414370152569640,tv
54,5,1414370152570056,1414370152570056,tv
54,4,1414370152570473,1414370152570473,tv
54,1,1414370152570890,1414370152570890,tv
54,4,1414370152571307,1414370152571307,tv
54,-4,1414370152571724,1414370152571724,tv
54,10,1414370152572140,1414370152572140,tv
54,6,1414370152572557,1414370152572557,tv
54,0,1414370152572974,1414370152572974,tv
54,8,1414370152573390,1414370152573390,tv
54,4,1414370152573807,1414370152573807,tv
54,-2,1414370152574224,1414370152574224,tv
54,1,1414370152574641,1414370152574641,tv
54,-1,1414370152575058,1414370152575058,tv
54,5,1414370152575474,1414370152575474,tv
54,1,1414370152575891,1414370152575891,tv
54,3,1414370152576308,1414370152576308,tv
54,5,1414370152576724,1414370152576724,tv
54,-1,1414370152577141,1414370152577141,tv
54,4,1414370152577558,1414370152577558,tv
54,-2,1414370152577975,1414370152577975,tv
54,5,1414370152578392,1414370152578392,tv
54,-6,1414370152578808,1414370152578808,tv
54,-4,1414370152579225,1414370152579225,tv
54,-7,1414370152579642,1414370152579642,tv
54,-4,1414370152580058,1414370152580058,tv
54,5,1414370152580475,1414370152580475,tv
54,2,1414370152580892,1414370152580892,tv
54,0,1414370152581309,1414370152581309,tv
54,5,1414370152581726,1414370152581726,tv
54,0,1414370152582142,1414370152582142,tv
54,1,1414370152582559,1414370152582559,tv
54,-4,1414370152582976,1414370152582976,tv
54,-1,1414370152583392,1414370152583392,tv
54,-3,1414370152583809,1414370152583809,tv
54,1,1414370152584226,1414370152584226,tv
54,-4,1414370152584643,1414370152584643,tv
54,-2,1414370152585060,1414370152585060,tv
54,2,1414370152585476,1414370152585476,tv
54,0,1414370152585893,1414370152585893,tv
54,0,1414370152586310,1414370152586310,tv
54,5,1414370152586726,1414370152586726,tv
54,3,1414370152587143,1414370152587143,tv
54,3,1414370152587560,1414370152587560,tv
54,0,1414370152587977,1414370152587977,tv
54,4,1414370152588394,1414370152588394,tv
54,3,1414370152588810,1414370152588810,tv
54,5,1414370152589227,1414370152589227,tv
54,0,1414370152589644,1414370152589644,tv
54,-1,1414370152590060,1414370152590060,tv
54,1,1414370152590477,1414370152590477,tv
54,4,1414370152590894,1414370152590894,tv
54,4,1414370152591311,1414370152591311,tv
54,5,1414370152591728,1414370152591728,tv
54,-3,1414370152592144,1414370152592144,tv
54,2,1414370152592561,1414370152592561,tv
54,-4,1414370152592978,1414370152592978,tv
54,2,1414370152593394,1414370152593394,tv
54,3,1414370152593811,1414370152593811,tv
54,3,1414370152594228,1414370152594228,tv
54,-4,1414370152594645,1414370152594645,tv
54,-4,1414370152595062,1414370152595062,tv
54,-4,1414370152595478,1414370152595478,tv
54,6,1414370152595895,1414370152595895,tv
54,5,1414370152596312,1414370152596312,tv
54,5,1414370152596728,1414370152596728,tv
54,0,1414370152597145,1414370152597145,tv
54,-2,1414370152597562,1414370152597562,tv
54,0,1414370152597979,1414370152597979,tv
54,4,1414370152598396,1414370152598396,tv
54,2,1414370152598812,1414370152598812,tv
54,-7,1414370152599229,1414370152599229,tv
54,-1,1414370152599646,1414370152599646,tv
54,-2,1414370152600062,1414370152600062,tv
54,5,1414370152600479,1414370152600479,tv
54,-4,1414370152600896,1414370152600896,tv
54,0,1414370152601313,1414370152601313,tv
54,-2,1414370152601730,1414370152601730,tv
54,8,1414370152602146,1414370152602146,tv
54,1,1414370152602563,1414370152602563,tv
54,0,1414370152602980,1414370152602980,tv
54,-2,1414370152603396,1414370152603396,tv
54,-1,1414370152603813,1414370152603813,tv
54,-3,1414370152604230,1414370152604230,tv
54,0,1414370152604647,1414370152604647,tv
54,-2,1414370152605064,1414370152605064,tv
54,1,1414370152605480,1414370152605480,tv
54,-4,1414370152605897,1414370152605897,tv
54,-2,1414370152606314,1414370152606314,tv
54,4,1414370152606730,1414370152606730,tv
54,6,1414370152607147,1414370152607147,tv
54,4,1414370152607564,1414370152607564,tv
54,6,1414370152607981,1414370152607981,tv
54,4,1414370152608398,1414370152608398,tv
54,0,1414370152608814,1414370152608814,tv
54,1,1414370152609231,1414370152609231,tv
54,-1,1414370152609648,1414370152609648,tv
54,-4,1414370152610064,1414370152610064,tv
54,-3,1414370152610481,1414370152610481,tv
54,5,1414370152610898,1414370152610898,tv
54,5,1414370152611315,1414370152611315,tv
54,5,1414370152611732,1414370152611732,tv
54,1,1414370152612148,1414370152612148,tv
54,1,1414370152612565,1414370152612565,tv
54,3,1414370152612982,1414370152612982,tv
54,0,1414370152613398,1414370152613398,tv
54,-6,1414370152613815,1414370152613815,tv
54,5,1414370152614232,1414370152614232,tv
54,-2,1414370152614649,1414370152614649,tv
54,0,1414370152615066,1414370152615066,tv
54,-1,1414370152615482,1414370152615482,tv
54,4,1414370152615899,1414370152615899,tv
54,1,1414370152616316,1414370152616316,tv
54,-4,1414370152616732,1414370152616732,tv
54,3,1414370152617149,1414370152617149,tv
54,-3,1414370152617566,1414370152617566,tv
54,1,1414370152617983,1414370152617983,tv
54,0,1414370152618400,1414370152618400,tv
54,1,1414370152618816,1414370152618816,tv
54,1,1414370152619233,1414370152619233,tv
54,4,1414370152619650,1414370152619650,tv
54,-4,1414370152620066,1414370152620066,tv
54,-7,1414370152620483,1414370152620483,tv
54,3,1414370152620900,1414370152620900,tv
54,1,1414370152621317,1414370152621317,tv
54,6,1414370152621734,1414370152621734,tv
54,11,1414370152622150,1414370152622150,tv
54,0,1414370152622567,1414370152622567,tv
54,5,1414370152622984,1414370152622984,tv
54,-2,1414370152623400,1414370152623400,tv
54,0,1414370152623817,1414370152623817,tv
54,1,1414370152624234,1414370152624234,tv
54,1,1414370152624651,1414370152624651,tv
54,-1,1414370152625068,1414370152625068,tv
54,4,1414370152625484,1414370152625484,tv
54,1,1414370152745718,1414370152745718,tv
54,-4,1414370152746135,1414370152746135,tv
54,-2,1414370152746552,1414370152746552,tv
54,-3,1414370152746968,1414370152746968,tv
54,4,1414370152747385,1414370152747385,tv
54,2,1414370152747802,1414370152747802,tv
54,-1,1414370152748218,1414370152748218,tv
54,2,1414370152748635,1414370152748635,tv
54,0,1414370152749052,1414370152749052,tv
54,0,1414370152749469,1414370152749469,tv
54,-8,1414370152749886,1414370152749886,tv
54,-4,1414370152750302,1414370152750302,tv
54,0,1414370152750719,1414370152750719,tv
54,-4,1414370152751136,1414370152751136,tv
54,-6,1414370152751552,1414370152751552,tv
54,-4,1414370152751969,1414370152751969,tv
54,-1,1414370152752386,1414370152752386,tv
54,-12,1414370152752803,1414370152752803,tv
54,-4,1414370152753220,1414370152753220,tv
54,1,1414370152753636,1414370152753636,tv
54,-4,1414370152754053,1414370152754053,tv
54,1,1414370152754470,1414370152754470,tv
54,1,1414370152754886,1414370152754886,tv
54,0,1414370152755303,1414370152755303,tv
54,4,1414370152755720,1414370152755720,tv
54,0,1414370152756137,1414370152756137,tv
54,1,1414370152756554,1414370152756554,tv
54,-2,1414370152756970,1414370152756970,tv
54,0,1414370152757387,1414370152757387,tv
54,8,1414370152757804,1414370152757804,tv
54,0,1414370152758220,1414370152758220,tv
54,8,1414370152758637,1414370152758637,tv
54,4,1414370152759054,1414370152759054,tv
54,7,1414370152759471,1414370152759471,tv
54,11,1414370152759888,1414370152759888,tv
54,10,1414370152760304,1414370152760304,tv
54,9,1414370152760721,1414370152760721,tv
54,6,1414370152761138,1414370152761138,tv
54,4,1414370152761554,1414370152761554,tv
54,3,1414370152761971,1414370152761971,tv
54,1,1414370152762388,1414370152762388,tv
54,2,1414370152762805,1414370152762805,tv
54,-3,1414370152763222,1414370152763222,tv
54,4,1414370152763638,1414370152763638,tv
54,2,1414370152764055,1414370152764055,tv
54,-1,1414370152764472,1414370152764472,tv
54,1,1414370152764888,1414370152764888,tv
54,5,1414370152765305,1414370152765305,tv
54,4,1414370152765722,1414370152765722,tv
54,-4,1414370152766139,1414370152766139,tv
54,-2,1414370152766556,1414370152766556,tv
54,-5,1414370152766972,1414370152766972,tv
54,-9,1414370152767389,1414370152767389,tv
54,-11,1414370152767806,1414370152767806,tv
54,-11,1414370152768222,1414370152768222,tv
54,-8,1414370152768639,1414370152768639,tv
54,-15,1414370152769056,1414370152769056,tv
54,-10,1414370152769473,1414370152769473,tv
54,-6,1414370152769890,1414370152769890,tv
54,1,1414370152770306,1414370152770306,tv
54,-4,1414370152770723,1414370152770723,tv
54,8,1414370152771140,1414370152771140,tv
54,-1,1414370152771556,1414370152771556,tv
54,1,1414370152771973,1414370152771973,tv
54,8,1414370152772390,1414370152772390,tv
54,0,1414370152772807,1414370152772807,tv
54,4,1414370152773224,1414370152773224,tv
54,-4,1414370152773640,1414370152773640,tv
54,2,1414370152774057,1414370152774057,tv
54,4,1414370152774474,1414370152774474,tv
54,5,1414370152774890,1414370152774890,tv
54,3,1414370152775307,1414370152775307,tv
54,2,1414370152775724,1414370152775724,tv
54,4,1414370152776141,1414370152776141,tv
54,11,1414370152776558,1414370152776558,tv
54,7,1414370152776974,1414370152776974,tv
54,4,1414370152777391,1414370152777391,tv
54,7,1414370152777808,1414370152777808,tv
54,0,1414370152778224,1414370152778224,tv
54,2,1414370152778641,1414370152778641,tv
54,11,1414370152779058,1414370152779058,tv
54,2,1414370152779475,1414370152779475,tv
54,3,1414370152779892,1414370152779892,tv
54,0,1414370152780308,1414370152780308,tv
54,-1,1414370152780725,1414370152780725,tv
54,1,1414370152781142,1414370152781142,tv
54,-2,1414370152781558,1414370152781558,tv
54,2,1414370152781975,1414370152781975,tv
54,8,1414370152782392,1414370152782392,tv
54,-3,1414370152782809,1414370152782809,tv
54,1,1414370152783226,1414370152783226,tv
54,-1,1414370152783642,1414370152783642,tv
54,-3,1414370152784059,1414370152784059,tv
54,-5,1414370152784476,1414370152784476,tv
54,3,1414370152784892,1414370152784892,tv
54,-4,1414370152785309,1414370152785309,tv
54,-8,1414370152785726,1414370152785726,tv
54,-3,1414370152786143,1414370152786143,tv
54,-8,1414370152786560,1414370152786560,tv
54,-5,1414370152786976,1414370152786976,tv
54,-5,1414370152787393,1414370152787393,tv
54,2,1414370152787810,1414370152787810,tv
54,4,1414370152788226,1414370152788226,tv
54,2,1414370152788643,1414370152788643,tv
54,0,1414370152789060,1414370152789060,tv
54,12,1414370152789477,1414370152789477,tv
54,-3,1414370152789894,1414370152789894,tv
54,3,1414370152790310,1414370152790310,tv
54,0,1414370152790727,1414370152790727,tv
54,-1,1414370152791144,1414370152791144,tv
54,5,1414370152791560,1414370152791560,tv
54,1,1414370152791977,1414370152791977,tv
54,9,1414370152792394,1414370152792394,tv
54,0,1414370152792811,1414370152792811,tv
54,5,1414370152793228,1414370152793228,tv
54,6,1414370152793644,1414370152793644,tv
54,6,1414370152794061,1414370152794061,tv
54,-2,1414370152794478,1414370152794478,tv
54,3,1414370152794894,1414370152794894,tv
54,-5,1414370152795311,1414370152795311,tv
54,4,1414370152795728,1414370152795728,tv
54,-4,1414370152796145,1414370152796145,tv
54,4,1414370152796562,1414370152796562,tv
54,3,1414370152796978,1414370152796978,tv
54,2,1414370152797395,1414370152797395,tv
54,0,1414370152797812,1414370152797812,tv
54,0,1414370152798228,1414370152798228,tv
54,-4,1414370152798645,1414370152798645,tv
54,4,1414370152799062,1414370152799062,tv
54,-3,1414370152799479,1414370152799479,tv
54,5,1414370152799896,1414370152799896,tv
54,-2,1414370152800312,1414370152800312,tv
54,-4,1414370152800729,1414370152800729,tv
54,-4,1414370152801146,1414370152801146,tv
54,-1,1414370152801562,1414370152801562,tv
54,-7,1414370152801979,1414370152801979,tv
54,2,1414370152802396,1414370152802396,tv
54,-3,1414370152802813,1414370152802813,tv
54,-4,1414370152803230,1414370152803230,tv
54,4,1414370152803646,1414370152803646,tv
54,-4,1414370152804063,1414370152804063,tv
54,-5,1414370152804480,1414370152804480,tv
54,1,1414370152804896,1414370152804896,tv
54,0,1414370152805313,1414370152805313,tv
54,1,1414370152805730,1414370152805730,tv
54,3,1414370152806147,1414370152806147,tv
54,3,1414370152806564,1414370152806564,tv
54,1,1414370152806980,1414370152806980,tv
54,-3,1414370152807397,1414370152807397,tv
54,-1,1414370152807814,1414370152807814,tv
54,-3,1414370152808230,1414370152808230,tv
54,7,1414370152808647,1414370152808647,tv
54,2,1414370152809064,1414370152809064,tv
54,-2,1414370152809481,1414370152809481,tv
54,1,1414370152809898,1414370152809898,tv
54,0,1414370152810314,1414370152810314,tv
54,-5,1414370152810731,1414370152810731,tv
54,0,1414370152811148,1414370152811148,tv
54,3,1414370152811564,1414370152811564,tv
54,-3,1414370152811981,1414370152811981,tv
54,0,1414370152812398,1414370152812398,tv
54,0,1414370152812815,1414370152812815,tv
54,-4,1414370152813232,1414370152813232,tv
54,-2,1414370152813648,1414370152813648,tv
54,3,1414370152814065,1414370152814065,tv
54,1,1414370152814482,1414370152814482,tv
54,7,1414370152814898,1414370152814898,tv
54,3,1414370152815315,1414370152815315,tv
54,-4,1414370152815732,1414370152815732,tv
54,-4,1414370152816149,1414370152816149,tv
54,0,1414370152816566,1414370152816566,tv
54,2,1414370152816982,1414370152816982,tv
54,-1,1414370152817399,1414370152817399,tv
54,-6,1414370152817816,1414370152817816,tv
54,-5,1414370152818232,1414370152818232,tv
54,-4,1414370152818649,1414370152818649,tv
54,-1,1414370152819066,1414370152819066,tv
54,-4,1414370152819483,1414370152819483,tv
54,-2,1414370152819900,1414370152819900,tv
54,-1,1414370152820316,1414370152820316,tv
54,1,1414370152820733,1414370152820733,tv
54,-3,1414370152821150,1414370152821150,tv
54,-1,1414370152821566,1414370152821566,tv
54,-2,1414370152821983,1414370152821983,tv
54,0,1414370152822400,1414370152822400,tv
54,4,1414370152822817,1414370152822817,tv
54,-2,1414370152823234,1414370152823234,tv
54,5,1414370152823650,1414370152823650,tv
54,4,1414370152824067,1414370152824067,tv
54,4,1414370152824484,1414370152824484,tv
54,0,1414370152824900,1414370152824900,tv
54,5,1414370152825317,1414370152825317,tv
54,5,1414370152825734,1414370152825734,tv
54,9,1414370152826151,1414370152826151,tv
54,7,1414370152826568,1414370152826568,tv
54,0,1414370152826984,1414370152826984,tv
54,5,1414370152827401,1414370152827401,tv
54,-1,1414370152827818,1414370152827818,tv
54,1,1414370152828234,1414370152828234,tv
54,3,1414370152828651,1414370152828651,tv
54,8,1414370160597370,1414370160597370,tv
54,1,1414370160597787,1414370160597787,tv
54,1,1414370160598204,1414370160598204,tv
54,-2,1414370160598620,1414370160598620,tv
54,-3,1414370160599037,1414370160599037,tv
54,1,1414370160599454,1414370160599454,tv
54,1,1414370160599870,1414370160599870,tv
54,-1,1414370160600287,1414370160600287,tv
54,-3,1414370160600704,1414370160600704,tv
54,-10,1414370160601121,1414370160601121,tv
54,-18,1414370160601538,1414370160601538,tv
54,-19,1414370160601954,1414370160601954,tv
54,-19,1414370160602371,1414370160602371,tv
54,-22,1414370160602788,1414370160602788,tv
54,-22,1414370160603204,1414370160603204,tv
54,-24,1414370160603621,1414370160603621,tv
54,-20,1414370160604038,1414370160604038,tv
54,-24,1414370160604455,1414370160604455,tv
54,-20,1414370160604872,1414370160604872,tv
54,-17,1414370160605288,1414370160605288,tv
54,-9,1414370160605705,1414370160605705,tv
54,-3,1414370160606122,1414370160606122,tv
54,6,1414370160606538,1414370160606538,tv
54,5,1414370160606955,1414370160606955,tv
54,9,1414370160607372,1414370160607372,tv
54,6,1414370160607789,1414370160607789,tv
54,1,1414370160608206,1414370160608206,tv
54,3,1414370160608622,1414370160608622,tv
54,6,1414370160609039,1414370160609039,tv
54,15,1414370160609456,1414370160609456,tv
54,18,1414370160609872,1414370160609872,tv
54,22,1414370160610289,1414370160610289,tv
54,29,1414370160610706,1414370160610706,tv
54,28,1414370160611123,1414370160611123,tv
54,28,1414370160611540,1414370160611540,tv
54,26,1414370160611956,1414370160611956,tv
54,29,1414370160612373,1414370160612373,tv
54,21,1414370160612790,1414370160612790,tv
54,16,1414370160613206,1414370160613206,tv
54,21,1414370160613623,1414370160613623,tv
54,15,1414370160614040,1414370160614040,tv
54,7,1414370160614457,1414370160614457,tv
54,1,1414370160614874,1414370160614874,tv
54,4,1414370160615290,1414370160615290,tv
54,-2,1414370160615707,1414370160615707,tv
54,0,1414370160616124,1414370160616124,tv
54,-1,1414370160616540,1414370160616540,tv
54,-3,1414370160616957,1414370160616957,tv
54,-3,1414370160617374,1414370160617374,tv
54,-5,1414370160617791,1414370160617791,tv
54,-15,1414370160618208,1414370160618208,tv
54,-19,1414370160618624,1414370160618624,tv
